project_id,g_code,s_code,description,month,year,boq,budget,cost_saving,purchase_cost,pr_pending,budget_balance_pu,actual_cost_ac,unbook,actual_cost_all,budget_balance_ac,purchase_balance,forecast,to_be_order,variance_budget,finance_cost,finance_balance,cost_variance_pct,purchase_efficiency,risk_high_variance,risk_forecast_overrun
PRJ003,G001,,งานเตรียมพื้นที่และรื้อถอน,8,2024,12347970.18,12398098,-313110.57,11829039.66,1745470.23,569058.34,7901955.77,555186.9,8457142.67,3940955.33,3371896.99,10440126.28,569058.34,-3940955.33,226232.61,12171865.39,-31.786773503484163,0.7149475285468778,1,0
PRJ003,G001,,งานเตรียมพื้นที่และรื้อถอน,9,2024,17018810.84,15893090,258173.96,16339264.07,919174.44,-446174.07,13207864.13,1003903.37,14211767.5,1681322.5,2127496.56,15696461.41,0.0,-1681322.5,584214.64,15308875.36,-10.578952865679362,0.8697923871671657,0,0
PRJ003,G001,,งานเตรียมพื้นที่และรื้อถอน,10,2024,2398000.84,2369229,117582.38,2524814.35,296298.18,-155585.35,1687833.83,115127.59,1802961.43,566267.57,721852.93,2210030.57,0.0,-566267.57,81682.13,2287546.87,-23.90092177666236,0.7140966344713622,1,0
PRJ003,G001,,งานเตรียมพื้นที่และรื้อถอน,11,2024,7713464.74,7146164,60562.21,5074319.23,342063.05,2071844.77,4338239.66,256276.03,4594515.69,2551648.31,479803.54,5965209.14,2071844.77,-2551648.31,149103.14,6997060.86,-35.706545637631606,0.9054447467231974,1,0
PRJ003,G001,,งานเตรียมพื้นที่และรื้อถอน,12,2024,17409573.04,17799961,1272104.8,19195305.35,2317913.73,-1395344.35,16123591.78,920246.31,17043838.09,756122.91,2151467.26,20475035.02,0.0,-756122.91,731310.52,17068650.48,-4.247890824030457,0.8879170077906574,0,1
PRJ003,G002,,งานขุดดินและฐานราก,1,2024,5113554.74,5479132,-201253.46,4112101.25,258413.72,1367030.75,2709205.35,244135.62,2953340.97,2525791.03,1158760.28,3293305.27,1367030.75,-2525791.03,114585.76,5364546.24,-46.09837890381176,0.7182072596096704,1,0
PRJ003,G002,,งานขุดดินและฐานราก,2,2024,7840593.1,7337392,519234.96,5378626.4,327130.98,1958765.6,4016594.49,329744.57,4346339.05,2991052.95,1032287.35,5274376.99,1958765.6,-2991052.95,214507.04,7122884.96,-40.764524370512035,0.8080760266227079,1,0
PRJ003,G002,,งานขุดดินและฐานราก,3,2024,12763200.19,12272151,112255.4,12312517.89,1007746.59,-40366.89,10947408.2,891763.26,11839171.45,432979.55,473346.43,13669148.36,0.0,-432979.55,561666.95,11710484.05,-3.5281471846296544,0.9615556749457035,0,1
PRJ003,G002,,งานขุดดินและฐานราก,4,2024,8120933.15,8068771,50169.22,8291378.88,646863.56,-222607.88,7274526.65,403509.06,7678035.71,390735.29,613343.17,8595646.57,0.0,-390735.29,331491.22,7737279.78,-4.842562640580579,0.9260263969507566,0,0
PRJ003,G002,,งานขุดดินและฐานราก,5,2024,13638068.95,13496045,-502063.54,11509678.35,1093586.86,1986366.65,8670963.73,441477.91,9112441.65,4383603.35,2397236.7,10639919.09,1986366.65,-4383603.35,198087.72,13297957.28,-32.480651553844105,0.7917199223903595,1,0
PRJ003,G002,,งานขุดดินและฐานราก,6,2024,5791213.13,5364411,287009.45,4219404.87,564345.97,1145006.13,3445916.7,260682.06,3706598.75,1657812.25,512806.11,4655727.46,1145006.13,-1657812.25,133851.71,5230559.29,-30.903900726473044,0.878464822457296,1,0
PRJ003,G002,,งานขุดดินและฐานราก,7,2024,17538832.23,18664979,1695992.27,15007918.18,1757068.08,3657060.82,9751301.04,948859.42,10700160.46,7964818.54,4307757.72,12328800.81,3657060.82,-7964818.54,381640.77,18283338.23,-42.67252880380953,0.7129676702435221,1,0
PRJ003,G002,,งานขุดดินและฐานราก,8,2024,12076754.04,12859663,-128025.08,9308672.94,556142.87,3550990.06,6100673.65,356579.48,6457253.13,6402409.87,2851419.81,7370384.69,3550990.06,-6402409.87,204533.63,12655129.37,-49.786762452484176,0.6936813841909457,1,0
PRJ003,G002,,งานขุดดินและฐานราก,9,2024,18752956.77,19050960,423931.45,19262126.41,2735480.57,-211166.41,14265797.57,1057740.84,15323538.41,3727421.59,3938588.0,19100222.34,0.0,-3727421.59,311328.53,18739631.47,-19.565531553265554,0.7955268324915951,0,0
PRJ003,G002,,งานขุดดินและฐานราก,10,2024,17924933.1,18212443,279079.99,19824784.82,1461559.13,-1612341.82,14660619.31,838866.87,15499486.17,2712956.83,4325298.64,18920843.15,0.0,-2712956.83,311191.08,17901251.92,-14.896171974292521,0.7818236773174722,0,0
PRJ003,G002,,งานขุดดินและฐานราก,11,2024,19457200.74,18199419,971056.06,13217731.65,1210791.78,4981687.35,11731243.59,879249.47,12610493.05,5588925.95,607238.6,13976957.61,4981687.35,-5588925.95,458618.47,17740800.53,-30.709364678070216,0.9540587888996823,1,0
PRJ003,G002,,งานขุดดินและฐานราก,12,2024,15767948.93,15245674,520443.46,14677136.51,884999.09,568537.49,10523203.06,828335.43,11351538.49,3894135.51,3325598.02,12588211.66,568537.49,-3894135.51,528771.08,14716902.92,-25.542560532253276,0.7734164278070069,1,0
PRJ003,G003,,งานคอนกรีตและโครงสร้าง,1,2024,13740483.68,14989680,1150346.94,14416122.84,1868106.46,573557.16,9759870.6,697537.82,10457408.42,4532271.58,3958714.43,12127478.74,573557.16,-4532271.58,393874.84,14595805.16,-30.235946197650648,0.7253967336476997,1,0
PRJ003,G003,,งานคอนกรีตและโครงสร้าง,2,2024,3434627.17,3241680,-5072.61,3444229.71,431469.51,-202549.71,2696032.22,137556.03,2833588.25,408091.75,610641.45,3561609.3,0.0,-408091.75,77938.35,3163741.65,-12.58889680659411,0.8227059425719895,0,0
PRJ003,G003,,งานคอนกรีตและโครงสร้าง,3,2024,3423836.35,3113683,295141.08,3075469.56,384645.54,38213.44,2440544.64,150028.58,2590573.23,523109.77,484896.33,2917342.12,38213.44,-523109.77,115100.52,2998582.48,-16.80035411440407,0.8423342125356623,0,0
PRJ003,G003,,งานคอนกรีตและโครงสร้าง,4,2024,17274085.34,17120585,897145.31,12829363.96,730184.95,4291221.04,11020589.24,858863.86,11879453.1,5241131.9,949910.86,13304609.82,4291221.04,-5241131.9,379111.14,16741473.86,-30.6130421361186,0.9259580706446806,1,0
PRJ003,G003,,งานคอนกรีตและโครงสร้าง,5,2024,15544886.71,15128501,297759.63,10655152.4,828195.17,4473348.6,6769854.52,450910.85,7220765.37,7907735.63,3434387.02,8298974.18,4473348.6,-7907735.63,274034.06,14854466.94,-52.27045052249393,0.6776782817296916,1,0
PRJ003,G003,,งานคอนกรีตและโครงสร้าง,6,2024,15572973.11,15353762,910383.24,15543895.94,1307129.9,-190133.94,10127807.1,909421.53,11037228.63,4316533.37,4506667.31,12451308.84,0.0,-4316533.37,258187.8,15095574.2,-28.113848384519702,0.7100683556171569,1,0
PRJ003,G003,,งานคอนกรีตและโครงสร้าง,7,2024,2689308.18,2841676,92526.23,2568925.19,222684.3,272750.81,1754327.55,88634.29,1842961.84,998714.16,725963.35,2346031.25,272750.81,-998714.16,88170.42,2753505.58,-35.145250901228714,0.7174058034753438,1,0
PRJ003,G003,,งานคอนกรีตและโครงสร้าง,8,2024,13954143.25,14349950,456119.72,14384420.51,1909612.49,-34470.51,9459730.6,869914.98,10329645.58,4020304.42,4054774.93,12682280.92,0.0,-4020304.42,207913.58,14142036.42,-28.0161562932275,0.7181134320161779,1,0
PRJ003,G003,,งานคอนกรีตและโครงสร้าง,9,2024,10411691.5,10030014,830569.67,8330012.57,486856.77,1700001.43,5776443.21,554040.7,6330483.91,3699530.09,1999528.66,7441334.17,1700001.43,-3699530.09,167948.78,9862065.22,-36.88459547514091,0.7599609072378627,1,0
PRJ003,G003,,งานคอนกรีตและโครงสร้าง,10,2024,13698705.29,13581686,-430299.57,14266647.42,1761081.58,-684961.42,9862211.75,940532.59,10802744.35,2778941.65,3463903.08,13536178.47,0.0,-2778941.65,264842.83,13316843.17,-20.460947558351737,0.757202728291718,1,0
PRJ003,G003,,งานคอนกรีตและโครงสร้าง,11,2024,7888178.56,8355153,-308997.93,6952887.79,704485.52,1402265.21,5495811.41,468939.37,5964750.78,2390402.22,988137.02,7236747.44,1402265.21,-2390402.22,121430.6,8233722.4,-28.609915581438187,0.8578810646964289,1,0
PRJ003,G003,,งานคอนกรีตและโครงสร้าง,12,2024,17061141.91,17226860,-603027.28,18459938.52,1073345.57,-1233078.52,13767048.03,706817.93,14473865.96,2752994.04,3986072.56,16015791.03,0.0,-2752994.04,467855.64,16759004.36,-15.980823202835573,0.7840690229991081,0,0
PRJ003,G004,,งานระบบไฟฟ้าและแสงสว่าง,1,2024,3827687.95,3912063,328565.4,3213313.43,202300.4,698749.57,2805296.01,238260.39,3043556.4,868506.6,169757.03,3350841.59,698749.57,-868506.6,69382.98,3842680.02,-22.200731429938628,0.9471707215315126,1,0
PRJ003,G004,,งานระบบไฟฟ้าและแสงสว่าง,2,2024,9892078.32,9779898,627037.43,9315144.56,1015906.54,464753.44,6172682.12,446969.48,6619651.6,3160246.4,2695492.96,8021184.84,464753.44,-3160246.4,155291.06,9624606.94,-32.31369488720639,0.7106332657922809,1,0
PRJ003,G004,,งานระบบไฟฟ้าและแสงสว่าง,3,2024,16958451.77,15546321,289562.11,16265614.48,1521783.56,-719293.48,10055277.69,697722.51,10753000.2,4793320.8,5512614.28,12310982.35,0.0,-4793320.8,319771.88,15226549.12,-30.832508861742912,0.66108785580906,1,0
PRJ003,G004,,งานระบบไฟฟ้าและแสงสว่าง,4,2024,16321798.59,17268827,888452.63,16704457.14,1224733.77,564369.86,10423726.07,918621.35,11342347.41,5926479.59,5362109.73,14201309.13,564369.86,-5926479.59,242025.46,17026801.54,-34.318947025180115,0.6790012578642828,1,0
PRJ003,G004,,งานระบบไฟฟ้าและแสงสว่าง,5,2024,11908057.41,10864968,402238.7,9431656.51,1253200.43,1433311.49,7711212.25,514079.92,8225292.16,2639675.84,1206364.35,10289725.44,1433311.49,-2639675.84,287853.78,10577114.22,-24.29529327651954,0.8720941174309157,1,0
PRJ003,G004,,งานระบบไฟฟ้าและแสงสว่าง,6,2024,14714873.9,13418098,-436805.26,9394398.42,979690.28,4023699.58,8164404.03,758793.69,8923197.72,4494900.28,471200.69,10862473.91,4023699.58,-4494900.28,366094.58,13052003.42,-33.49878857644355,0.9498423763892272,1,0
PRJ003,G004,,งานระบบไฟฟ้าและแสงสว่าง,7,2024,8455326.36,9288578,711083.32,8513543.87,1269222.25,775034.13,6096591.46,565899.57,6662491.02,2626086.98,1851052.85,8454868.35,775034.13,-2626086.98,165669.09,9122908.91,-28.2722175557981,0.7825755198698471,1,0
PRJ003,G004,,งานระบบไฟฟ้าและแสงสว่าง,8,2024,15351787.71,14075523,1022506.05,13896026.52,1110147.87,179496.48,10327467.21,945972.82,11273440.03,2802082.97,2622586.49,12637946.04,179496.48,-2802082.97,242793.26,13832729.74,-19.90748741627576,0.8112707624567774,0,0
PRJ003,G004,,งานระบบไฟฟ้าและแสงสว่าง,9,2024,18092875.44,17859719,157713.92,18796374.34,1620355.23,-936655.34,15076257.48,1018471.52,16094729.0,1764990.0,2701645.33,18803215.98,0.0,-1764990.0,394252.32,17465466.68,-9.88251830837876,0.8562677412605734,0,0
PRJ003,G004,,งานระบบไฟฟ้าและแสงสว่าง,10,2024,18191338.89,17298028,-471283.0,14789130.0,1592220.23,2508898.0,10186944.8,681431.91,10868376.72,6429651.28,3920753.29,14005584.36,2508898.0,-6429651.28,439180.31,16858847.69,-37.16985126859547,0.7348895249416295,1,0
PRJ003,G004,,งานระบบไฟฟ้าและแสงสว่าง,11,2024,2292640.99,2349520,97101.58,1886966.36,223658.56,462553.64,1431315.72,96533.29,1527849.01,821670.99,359117.35,1808014.46,462553.64,-821670.99,69189.45,2280330.55,-34.971866168408866,0.8096853459539151,1,0
PRJ003,G004,,งานระบบไฟฟ้าและแสงสว่าง,12,2024,8184382.38,8106782,716034.28,8767834.37,1067772.06,-661052.37,6333156.55,385842.46,6718999.01,1387782.99,2048835.36,7568571.79,0.0,-1387782.99,216976.72,7889805.28,-17.118790045174524,0.7663236697296325,0,0
PRJ003,G005,,งานระบบประปาและสุขาภิบาล,1,2024,3229792.96,3133133,136978.57,3273876.01,452826.79,-140743.01,2838814.54,204257.37,3043071.91,90061.09,230804.1,3575357.06,0.0,-90061.09,64593.48,3068539.52,-2.874473889234833,0.9295012702695483,0,1
PRJ003,G005,,งานระบบประปาและสุขาภิบาล,2,2024,16163828.96,15632088,-443212.47,12335725.34,1194635.88,3296362.66,8081396.28,705275.25,8786671.53,6845416.47,3549053.82,10998802.69,3296362.66,-6845416.47,292782.24,15339305.76,-43.79080049958777,0.7122946797062847,1,0
PRJ003,G005,,งานระบบประปาและสุขาภิบาล,3,2024,5021880.79,4865514,-203008.13,4257918.04,314388.87,607595.96,3011528.0,170153.81,3181681.81,1683832.19,1076236.23,3879789.84,607595.96,-1683832.19,80088.46,4785425.54,-34.607488335250906,0.7472388571387344,1,0
PRJ003,G005,,งานระบบประปาและสุขาภิบาล,4,2024,3260673.47,3089915,34081.74,3357916.65,387220.86,-268001.65,2183913.61,131222.22,2315135.84,774779.16,1042780.82,2653992.21,0.0,-774779.16,93837.84,2996077.16,-25.074448973515455,0.6894560173195484,1,0
PRJ003,G005,,งานระบบประปาและสุขาภิบาล,5,2024,3896897.6,3740996,255020.06,2941433.12,320435.79,799562.88,1967629.25,125920.7,2093549.94,1647446.06,847883.17,2312350.06,799562.88,-1647446.06,67064.92,3673931.08,-44.03763222414565,0.7117448721730583,1,0
PRJ003,G005,,งานระบบประปาและสุขาภิบาล,6,2024,2864589.86,2923751,219801.08,3159911.47,277391.52,-236160.47,2829616.04,178066.33,3007682.37,-83931.37,152229.1,3444738.19,0.0,83931.37,142906.74,2780844.26,2.8706743494914577,0.951824884511717,0,1
PRJ003,G005,,งานระบบประปาและสุขาภิบาล,7,2024,12551737.37,13535672,651808.56,10507629.49,985243.71,3028042.51,9078449.2,600593.29,9679042.49,3856629.51,828587.0,10919072.62,3028042.51,-3856629.51,282295.25,13253376.75,-28.492338688467033,0.9211442503955286,1,0
PRJ003,G005,,งานระบบประปาและสุขาภิบาล,8,2024,14418135.01,13530461,-184474.1,13343212.7,731955.48,187248.3,11150135.11,1037790.96,12187926.07,1342534.93,1155286.63,14052437.65,187248.3,-1342534.93,437935.04,13092525.96,-9.922314768136872,0.9134176561541285,0,0
PRJ003,G005,,งานระบบประปาและสุขาภิบาล,9,2024,14081368.14,13285420,-91798.77,11844623.97,1714014.03,1440796.03,7978807.33,445396.14,8424203.47,4861216.53,3420420.5,10241569.17,1440796.03,-4861216.53,358898.9,12926521.1,-36.5906123404454,0.711225910703183,1,0
PRJ003,G005,,งานระบบประปาและสุขาภิบาล,10,2024,2302970.84,2329025,-27042.87,1967662.8,287885.9,361362.2,1714531.4,131110.84,1845642.24,483382.76,122020.56,2032591.55,361362.2,-483382.76,50621.24,2278403.76,-20.75472611929885,0.9379870575385172,1,0
PRJ003,G005,,งานระบบประปาและสุขาภิบาล,11,2024,12490767.29,12156366,1162068.92,10285080.77,1337795.25,1871285.23,7651085.8,711413.2,8362499.0,3793867.0,1922581.77,10789624.98,1871285.23,-3793867.0,305393.92,11850972.08,-31.208890880712215,0.8130708146106276,1,0
PRJ003,G005,,งานระบบประปาและสุขาภิบาล,12,2024,18303593.81,16986420,537679.1,12076753.65,821734.03,4909666.35,8074583.5,641966.42,8716549.92,8269870.08,3360203.73,9814942.22,4909666.35,-8269870.08,206323.34,16780096.66,-48.68518545991445,0.7217626667411569,1,0
PRJ003,G006,,งานสถาปัตยกรรมและตกแต่ง,1,2024,17068730.33,18124106,-813275.78,19206720.69,2153903.3,-1082614.69,15655869.54,1038006.47,16693876.01,1430229.99,2512844.68,19703059.83,0.0,-1430229.99,541568.88,17582537.12,-7.891313314985025,0.8691684686543957,0,0
PRJ003,G006,,งานสถาปัตยกรรมและตกแต่ง,2,2024,6801818.59,6419740,198959.54,5705801.58,584549.94,713938.42,4252025.22,408127.57,4660152.79,1759587.21,1045648.8,5610259.69,713938.42,-1759587.21,121580.97,6298159.03,-27.40901048952138,0.8167393703865882,1,0
PRJ003,G006,,งานสถาปัตยกรรมและตกแต่ง,3,2024,4938937.89,4559822,-55904.58,3479154.1,281712.39,1080667.9,2465634.49,173665.96,2639300.45,1920521.55,839853.66,3207424.25,1080667.9,-1920521.55,61741.18,4498080.82,-42.11834475117669,0.7586040670058277,1,0
PRJ003,G006,,งานสถาปัตยกรรมและตกแต่ง,4,2024,13660732.5,15163465,-53732.84,11311067.0,574989.01,3852398.0,7447313.23,440415.97,7887729.2,7275735.8,3423337.8,9554734.33,3852398.0,-7275735.8,159323.27,15004141.73,-47.982013345894224,0.6973461654855373,1,0
PRJ003,G006,,งานสถาปัตยกรรมและตกแต่ง,5,2024,13344167.55,12877722,-492094.67,9227286.75,947707.91,3650435.25,6400653.59,539182.98,6939836.57,5937885.43,2287450.18,7842102.76,3650435.25,-5937885.43,143210.93,12734511.07,-46.10975007846885,0.7520993720066195,1,0
PRJ003,G006,,งานสถาปัตยกรรมและตกแต่ง,6,2024,2172397.16,2121683,-79901.82,2238330.57,192687.2,-116647.57,1589152.5,101037.6,1690190.1,431492.9,548140.47,1993866.16,0.0,-431492.9,60669.07,2061013.93,-20.337293554220874,0.7551119225432373,1,0
PRJ003,G006,,งานสถาปัตยกรรมและตกแต่ง,7,2024,3941826.04,4286760,-178616.23,4523467.96,409731.54,-236707.96,2892678.2,212100.93,3104779.13,1181980.87,1418688.83,3819023.61,0.0,-1181980.87,63763.45,4222996.55,-27.572825863822565,0.6863714206566415,1,0
PRJ003,G006,,งานสถาปัตยกรรมและตกแต่ง,8,2024,7053350.56,7741743,84099.07,7526664.8,713013.36,215078.2,5138698.53,468967.04,5607665.57,2134077.43,1918999.23,6426173.67,215078.2,-2134077.43,233499.37,7508243.63,-27.565852160166,0.7450398973526761,1,0
PRJ003,G006,,งานสถาปัตยกรรมและตกแต่ง,9,2024,19428116.36,19936648,1720176.79,16680230.7,2059915.95,3256417.3,14671952.98,1324150.64,15996103.62,3940544.38,684127.09,18240879.03,3256417.3,-3940544.38,594830.26,19341817.74,-19.765330561085293,0.9589857543157362,0,0
PRJ003,G006,,งานสถาปัตยกรรมและตกแต่ง,10,2024,17026828.51,18556134,-533232.6,14755152.43,1557245.09,3800981.57,10614398.22,906054.48,11520452.7,7035681.3,3234699.72,12696611.89,3800981.57,-7035681.3,247335.26,18308798.74,-37.915663359620055,0.7807749025063782,1,0
PRJ003,G006,,งานสถาปัตยกรรมและตกแต่ง,11,2024,10373297.97,10711258,3598.42,11687367.43,763803.54,-976109.43,7484293.82,555868.44,8040162.26,2671095.74,3647205.17,9274956.07,0.0,-2671095.74,320881.21,10390376.79,-24.937273847759062,0.6879361248934398,1,0
PRJ003,G006,,งานสถาปัตยกรรมและตกแต่ง,12,2024,5717196.67,5346149,230654.89,4726644.52,281544.37,619504.48,2898782.28,160426.94,3059209.21,2286939.79,1667435.3,3629620.47,619504.48,-2286939.79,117103.87,5229045.13,-42.77732981254358,0.6472264197266099,1,0
PRJ003,G007,,งานระบบความปลอดภัย,1,2024,18400922.35,18219786,918211.87,12955789.48,815083.14,5263996.52,8059591.75,455647.33,8515239.08,9704546.92,4440550.39,9569694.88,5263996.52,-9704546.92,313961.4,17905824.6,-53.26378103453027,0.6572535848274682,1,0
PRJ003,G007,,งานระบบความปลอดภัย,2,2024,14810557.01,13839064,-429714.3,10943072.19,710637.2,2895991.81,8421029.05,775482.96,9196512.01,4642551.99,1746560.18,11645250.18,2895991.81,-4642551.99,342666.39,13496397.61,-33.54671956138075,0.8403958093600039,1,0
PRJ003,G007,,งานระบบความปลอดภัย,3,2024,19484156.35,17992620,680545.43,16233091.94,1774909.72,1759528.06,10242142.54,786353.93,11028496.47,6964123.53,5204595.47,14200090.41,1759528.06,-6964123.53,521169.56,17471450.44,-38.705444398870206,0.6793836017662573,1,0
PRJ003,G007,,งานระบบความปลอดภัย,4,2024,6690968.28,6190712,-237730.77,6419317.29,835841.51,-228605.29,5095508.56,275993.62,5371502.18,819209.82,1047815.11,6554889.19,0.0,-819209.82,264320.16,5926391.84,-13.232885328860394,0.8367715657812577,0,0
PRJ003,G007,,งานระบบความปลอดภัย,5,2024,16948266.78,17658025,2419.66,18974043.36,1523053.92,-1316018.36,16275240.29,1623389.32,17898629.61,-240604.61,1075413.75,23136385.09,0.0,240604.61,849150.52,16808874.48,1.3625793937883766,0.9433218460822576,0,1
PRJ003,G007,,งานระบบความปลอดภัย,6,2024,18378262.63,17694884,1309578.5,16511619.25,1087209.75,1183264.75,10552341.64,844868.03,11397209.66,6297674.34,5114409.59,13715701.79,1183264.75,-6297674.34,414429.99,17280454.01,-35.59036804084164,0.6902539046859381,1,0
PRJ003,G007,,งานระบบความปลอดภัย,7,2024,8198803.52,7966556,-39379.69,7409230.95,1094144.55,557325.05,6205362.94,456040.46,6661403.4,1305152.6,747827.55,7926446.21,557325.05,-1305152.6,285053.1,7681502.9,-16.382896197553876,0.8990681279816227,0,0
PRJ003,G007,,งานระบบความปลอดภัย,8,2024,16787711.05,17471545,384417.12,18393123.59,1393983.53,-921578.59,12091286.39,789389.67,12880676.06,4590868.94,5512447.52,15790844.76,0.0,-4590868.94,390004.15,17081540.85,-26.276262002015276,0.7002984564841931,1,0
PRJ003,G007,,งานระบบความปลอดภัย,9,2024,18256132.31,17516905,487562.11,13416484.24,1978242.16,4100420.76,9564846.74,706150.12,10270996.86,7245908.14,3145487.38,11991508.89,4100420.76,-7245908.14,330551.68,17186353.32,-41.36523055870885,0.7655505478386042,1,0
PRJ003,G007,,งานระบบความปลอดภัย,10,2024,13067958.89,12314135,-204167.5,11173980.96,1314450.11,1140154.04,6848568.46,396084.11,7244652.58,5069482.42,3929328.39,9296033.19,1140154.04,-5069482.42,155080.9,12159054.1,-41.16799450387705,0.64835018118735,1,0
PRJ003,G007,,งานระบบความปลอดภัย,11,2024,11346718.19,11066764,987314.35,10612026.58,1210521.74,454737.42,6766316.41,497628.84,7263945.26,3802818.74,3348081.33,9245758.71,454737.42,-3802818.74,354700.36,10712063.64,-34.362517715205634,0.684501231243618,1,0
PRJ003,G007,,งานระบบความปลอดภัย,12,2024,3950677.68,3672329,129058.95,2584561.3,146238.49,1087767.7,2092720.62,155167.83,2247888.45,1424440.55,336672.86,2687522.49,1087767.7,-1424440.55,53552.22,3618776.78,-38.788478646657204,0.8697369452989954,1,0
PRJ003,G001,S001,งานสำรวจและวางแนว,1,2024,14735495.28,15606911,113796.99,15789236.43,1885032.11,-182325.43,10129210.57,691808.55,10821019.12,4785891.88,4968217.31,13188440.3,0.0,-4785891.88,516003.35,15090907.65,-30.66520902182373,0.6853415089433809,1,0
PRJ003,G001,S001,งานสำรวจและวางแนว,2,2024,10097241.38,9748687,-409857.21,9789532.64,1192201.02,-40845.64,6662061.08,609639.95,7271701.03,2476985.97,2517831.61,9416187.33,0.0,-2476985.97,344468.65,9404218.35,-25.408405973030014,0.742803696295761,1,0
PRJ003,G001,S001,งานสำรวจและวางแนว,3,2024,6370621.75,6976406,139626.82,5186910.94,628002.36,1789495.06,4282534.83,253600.29,4536135.12,2440270.88,650775.81,5155117.17,1789495.06,-2440270.88,133009.34,6843396.66,-34.97891149110301,0.8745349924978661,1,0
PRJ003,G001,S001,งานสำรวจและวางแนว,4,2024,17103438.12,18486711,1737755.3,15368068.04,1646808.18,3118642.96,12853665.43,1207474.62,14061140.05,4425570.95,1306927.99,17250584.61,3118642.96,-4425570.95,501295.12,17985415.88,-23.939201245694814,0.9149582116243676,1,0
PRJ003,G001,S001,งานสำรวจและวางแนว,5,2024,9548406.56,9475062,-164732.03,7883096.71,809978.87,1591965.29,6472720.22,468746.35,6941466.57,2533595.43,941630.14,8060673.7,1591965.29,-2533595.43,171714.1,9303347.9,-26.73961848481836,0.8805507309322355,1,0
PRJ003,G001,S001,งานสำรวจและวางแนว,6,2024,10714786.55,10132154,761022.2,10994713.11,1261512.19,-862559.11,7662353.86,542975.96,8205329.83,1926824.17,2789383.28,9707624.8,0.0,-1926824.17,334828.22,9797325.78,-19.01692542375491,0.7462977658359292,0,0
PRJ003,G001,S001,งานสำรวจและวางแนว,7,2024,4576071.64,4765555,464359.1,3810911.99,417343.82,954643.01,3189326.25,185963.89,3375290.14,1390264.86,435621.85,4232038.7,954643.01,-1390264.86,84064.21,4681490.79,-29.17319934404283,0.8856909183043086,1,0
PRJ003,G001,S001,งานสำรวจและวางแนว,8,2024,10198514.67,9928161,103278.75,6991799.26,852791.79,2936361.74,4495551.16,351275.09,4846826.25,5081334.75,2144973.01,5888553.99,2936361.74,-5081334.75,199180.96,9728980.04,-51.181026878996015,0.6932158761663303,1,0
PRJ003,G001,S001,งานสำรวจและวางแนว,9,2024,15679148.56,16506384,-81011.69,14547291.59,825636.89,1959092.41,12397395.61,813122.95,13210518.57,3295865.43,1336773.03,14916390.14,1959092.41,-3295865.43,463651.47,16042732.53,-19.967216502415067,0.9081084604835367,0,0
PRJ003,G001,S001,งานสำรวจและวางแนว,10,2024,12882554.04,12901366,-29481.77,12429995.09,686754.11,471370.91,10892691.55,640509.93,11533201.48,1368164.52,896793.61,13259916.19,471370.91,-1368164.52,369253.56,12532112.44,-10.604803553360163,0.927852456617503,0,0
PRJ003,G001,S001,งานสำรวจและวางแนว,11,2024,6443165.55,6818693,399696.5,6818488.51,841883.79,204.49,4997013.78,340717.58,5337731.36,1480961.64,1480757.15,6792882.94,204.49,-1480961.64,258253.74,6560439.26,-21.719142363499866,0.7828320531994268,1,0
PRJ003,G001,S001,งานสำรวจและวางแนว,12,2024,8887199.77,8591865,-35514.02,6808873.16,731660.12,1782991.84,5285351.19,337516.34,5622867.53,2968997.47,1186005.63,7145170.79,1782991.84,-2968997.47,237173.97,8354691.03,-34.55591387900066,0.8258146976554929,1,0
PRJ003,G001,S002,งานรื้อถอนสิ่งปลูกสร้างเดิม,1,2024,8681262.94,8148000,559585.71,7948829.09,536162.42,199170.91,5887244.31,498624.05,6385868.36,1762131.64,1562960.73,7451508.72,199170.91,-1762131.64,165673.95,7982326.05,-21.626554246440843,0.8033722058552903,1,0
PRJ003,G001,S002,งานรื้อถอนสิ่งปลูกสร้างเดิม,2,2024,19830531.47,19144344,-674049.4,15095813.5,784520.1,4048530.5,11237634.05,717654.53,11955288.58,7189055.42,3140524.92,13745119.88,4048530.5,-7189055.42,561233.69,18583110.31,-37.5518504055297,0.7919605379332488,1,0
PRJ003,G001,S002,งานรื้อถอนสิ่งปลูกสร้างเดิม,3,2024,3340236.77,3693613,-84516.23,2925345.59,237019.15,768267.41,2496899.92,143887.23,2640787.16,1052825.84,284558.44,3305290.0,768267.41,-1052825.84,126763.43,3566849.57,-28.503956424238275,0.902726559565224,1,0
PRJ003,G001,S002,งานรื้อถอนสิ่งปลูกสร้างเดิม,4,2024,13244078.06,14559699,-311117.28,14961149.54,983370.22,-401450.54,10061646.19,677571.75,10739217.94,3820481.06,4221931.6,12509463.47,0.0,-3820481.06,238181.76,14321517.24,-26.240110183596517,0.7178070048219035,1,0
PRJ003,G001,S002,งานรื้อถอนสิ่งปลูกสร้างเดิม,5,2024,11082347.52,10339555,757112.96,8588669.49,1132719.74,1750885.51,6409226.83,349230.57,6758457.4,3581097.6,1830212.09,8714638.7,1750885.51,-3581097.6,200915.32,10138639.68,-34.63492964639194,0.786903886320115,1,0
